"","X354","X616","X634","X711","X637","X627","X628","X624","X501","X340","X629","X631","X353","X351","X630","X302","X332","X341","X406","X322","X317","X636","X635","X674","X626","X673","X675","X632","X671","X670","X641","X306","X659","X668","X667"
"15/01/2022 03:00",123,608,188,301,687,291,220,166,511,522,966,107,597,463,865,815,108,469,77,7,10,167,697,667,98,620,34,100,714,733,711,756,132,504,547
"15/01/2022 04:00",134,814,255,384,783,348,292,235,621,733,1057,97,779,545,971,925,121,603,97,8,14,203,812,764,155,699,51,161,861,810,790,1006,98,724,807
"15/01/2022 05:00",258,1401,388,679,1224,690,429,399,999,1072,1825,194,1291,1002,1852,1745,307,1071,141,40,57,471,1632,1546,345,1390,130,368,1753,1720,1590,1930,202,1322,1473
"15/01/2022 06:00",437,2607,598,900,2007,1047,677,578,1491,1670,3217,225,2056,1878,3571,3603,898,2162,231,279,237,886,3101,2938,629,2601,228,670,2969,2911,2735,3068,301,2128,2302
"15/01/2022 07:00",519,4080,736,966,2502,1412,929,773,2114,2175,4798,397,2530,2532,5260,5399,1097,3400,444,992,709,1346,4750,4446,926,3905,442,1036,4622,4496,4262,4492,519,3149,3416
"15/01/2022 08:00",763,5144,860,1020,2864,1830,1038,817,2168,2234,6293,570,2873,3082,7005,7120,1032,4289,740,787,1199,1873,6237,5934,1181,5311,571,1567,6322,6289,5855,6053,927,4144,4541
"15/01/2022 09:00",1070,6713,1114,1336,3678,2427,1358,994,2722,2748,8217,825,3698,4000,8955,9399,1204,5346,998,535,955,2431,8034,7692,1726,7028,858,2216,8365,8343,7811,7687,1473,5518,6073
"15/01/2022 10:00",1414,8066,1254,1505,4289,2741,1543,1116,2993,3173,10296,1036,4477,4618,10802,11268,1577,6415,1269,559,749,3085,9086,8530,2044,8088,900,2789,9783,9609,9023,9011,1849,6522,7228
"15/01/2022 11:00",1762,9019,1422,1781,4244,3109,1642,1188,3229,3438,11770,1263,4670,4909,11925,12622,1784,7317,1494,693,773,3454,11153,10449,2434,9960,1133,3329,11722,11501,10619,10478,2375,7761,8626
"15/01/2022 12:00",1949,10002,1558,1889,4990,3380,1766,1337,3520,3578,12747,1430,5419,5790,13458,14353,2086,8112,1573,929,852,3723,12210,11332,2617,10557,1244,3498,12370,12204,11629,10862,2718,8244,9058
"15/01/2022 13:00",2159,10171,1574,2008,5280,3494,1767,1388,3624,3709,12998,1463,5619,5883,13460,14544,2090,8202,1769,1071,957,3856,12595,11477,2724,10730,1294,3604,12822,12673,11770,11147,2762,8163,9057
"15/01/2022 14:00",2083,10292,1614,2100,5372,3696,1758,1362,3573,3781,13435,1499,5637,6089,13855,14531,2053,8294,1731,1120,1069,3855,12383,11315,2568,10434,1273,3427,12422,11663,11941,11200,2832,8255,9317
"15/01/2022 15:00",2098,10059,1675,1942,5168,3447,1745,1349,3508,3385,12813,1529,5546,5790,13317,13296,2104,8230,1597,1195,1333,3554,11155,10167,2604,9049,1249,3170,9943,5246,9645,10914,2796,8111,9221
"15/01/2022 16:00",1960,10397,1701,1887,5350,3541,1756,1406,3627,3429,12975,1389,5725,6151,14040,15451,2106,8154,1597,1198,1371,3967,14023,13004,2614,12165,1377,3699,13883,11506,10581,10935,2735,8167,9089
"15/01/2022 17:00",1927,10178,1675,1753,5307,3410,1699,1337,3502,2991,12781,1353,5780,5985,13475,14887,2013,7826,1552,1088,1010,3850,12766,11724,2776,10984,1324,3698,12710,12385,11629,11063,2753,7899,8749
"15/01/2022 18:00",1765,9012,1503,1640,4831,3230,1551,1108,3080,2780,11723,1249,5024,5382,11990,13323,2015,6941,1345,427,259,3342,11357,10449,2287,9729,1236,3126,11432,11177,10596,10411,2626,7204,7810
"15/01/2022 19:00",1395,6803,1127,1270,3790,2440,1214,858,2406,2308,9117,941,3975,4269,9506,9980,1537,5133,981,316,124,2608,8617,7944,1679,7555,875,2331,8762,8647,8255,8027,2318,5380,5906
"15/01/2022 20:00",1067,5714,893,1086,3096,2016,1038,681,1990,2225,7771,795,3201,3319,8098,8264,1146,4343,872,290,102,2070,7098,6486,1288,6170,741,1804,7189,7162,6842,6633,2009,4465,4875
"15/01/2022 21:00",1006,4672,742,884,2789,1747,858,618,1708,1672,6742,605,2917,3022,6989,6978,1074,3782,679,346,113,1662,5976,5523,1030,5303,573,1533,6186,6285,5952,5877,1704,3558,3906
"15/01/2022 22:00",876,3721,611,866,2328,1432,766,566,1558,1351,4678,552,2451,2423,5617,5587,705,2820,555,112,104,1311,4998,4561,750,4279,477,1023,4838,4819,4693,4269,1266,2590,2823
"15/01/2022 23:00",528,2456,441,606,1520,952,449,296,912,1124,4073,387,1608,1470,3779,3526,554,2198,374,63,76,878,3101,2893,533,2687,281,717,3253,3334,3262,3106,905,1819,1913
"16/01/2022 00:00",427,1585,363,387,1028,564,325,200,657,754,2564,262,1060,930,2424,2459,376,1261,262,32,38,659,2297,2132,306,1963,193,498,2390,2411,2392,2158,693,1275,1342
"16/01/2022 01:00",301,1114,207,342,755,392,214,144,439,547,1830,210,726,629,1605,1548,234,952,187,9,18,366,1366,1275,161,1204,89,223,1390,1420,1422,1419,347,813,823
"16/01/2022 02:00",220,676,171,242,567,282,147,72,305,414,1306,135,563,450,1131,1032,127,660,118,4,7,245,913,836,89,799,52,129,907,870,860,758,185,454,496
"16/01/2022 03:00",123,570,140,220,540,204,175,79,300,467,932,99,455,358,784,714,92,465,74,4,5,139,616,587,70,535,38,91,636,634,639,627,118,382,418
"16/01/2022 04:00",108,562,156,240,525,257,193,132,390,682,807,89,495,373,734,695,84,486,65,8,10,142,609,591,104,489,24,87,565,551,522,632,57,459,497
"16/01/2022 05:00",187,1017,248,415,852,422,282,219,565,889,1221,95,792,671,1212,1097,251,855,99,24,40,300,1014,953,198,872,63,170,998,969,903,1027,95,708,756
"16/01/2022 06:00",219,1568,304,546,1042,536,356,274,735,1396,1901,169,1047,996,1860,1715,766,1460,159,207,206,418,1385,1319,237,1133,107,235,1283,1266,1225,1305,161,950,1088
"16/01/2022 07:00",265,1941,354,545,1266,577,381,356,821,1652,2520,233,1317,1195,2412,2399,895,2122,264,820,581,521,1944,1840,351,1595,144,313,1782,1853,1755,1869,220,1230,1385
"16/01/2022 08:00",417,2678,433,615,1652,939,508,369,1028,2009,3403,300,1717,1630,3395,3517,721,2664,421,787,1077,822,2928,2617,503,2320,275,511,2745,2907,2715,2919,499,1957,2165
"16/01/2022 09:00",685,3838,642,954,2087,1312,708,513,1433,2319,4889,467,2127,2204,4698,4770,862,3410,641,621,818,1244,3978,4044,791,3536,332,843,4029,3978,3723,3870,574,2693,2964
"16/01/2022 10:00",1002,4800,774,1206,2668,1801,1000,696,1898,2614,6118,772,2848,2852,6207,6481,1283,4365,930,574,720,1580,5265,4986,1051,4487,455,1167,5038,4978,4948,4771,1050,3402,3820
"16/01/2022 11:00",1389,5950,904,1207,3012,2076,1112,808,2106,2674,7705,883,3226,3365,7642,7975,1525,5121,1184,739,800,2042,6607,6177,1428,5647,562,1573,6345,6418,6017,6194,1412,4440,4906
"16/01/2022 12:00",1649,6488,1014,1393,3573,2285,1226,909,2400,2935,8573,1098,3825,4025,8534,8987,1801,5459,1232,895,902,2219,7189,6764,1578,6136,626,1824,6942,7052,6584,6586,1390,4750,5265
"16/01/2022 13:00",1726,7159,1203,1438,4076,2631,1357,1036,2724,3083,9430,1116,4355,4511,9591,9993,1887,5661,1250,967,958,2575,8320,7620,1661,6973,691,1946,7904,7882,7435,7459,1550,5478,6073
"16/01/2022 14:00",1888,7934,1257,1545,4306,2681,1455,1106,2965,3205,10079,1225,4722,4789,10122,10544,1988,6020,1308,1018,996,2655,8900,8284,1718,7644,795,2042,8792,8769,8030,8363,1680,6091,6686
"16/01/2022 15:00",1724,7815,1273,1704,4302,2663,1417,1105,2897,3249,10011,1205,4542,4720,10387,10961,1986,5906,1225,1127,1302,2806,9526,8781,1908,8118,836,2213,9494,9487,8772,8693,1643,6236,6802
"16/01/2022 16:00",1675,8040,1290,1580,4276,2707,1373,1151,2890,3083,9955,1154,4447,4876,10574,11320,2002,5759,1258,1141,1394,2954,9945,9159,1777,8507,967,2349,10002,10192,9416,9159,1616,6530,6985
"16/01/2022 17:00",1576,7254,1326,1437,3879,2573,1268,1024,2636,2581,9189,1089,4070,4434,9661,10205,1934,5374,1211,963,912,2765,9017,8196,1685,7514,795,2185,8692,8910,8399,8752,1401,6195,6493
"16/01/2022 18:00",1313,6628,1175,1378,3690,2252,1186,868,2352,2490,8547,947,3790,4018,8478,8696,1828,5122,1061,224,253,2291,7428,6905,1416,6510,721,1706,7670,7687,7228,7697,1331,5408,5671
"16/01/2022 19:00",961,5431,906,1062,2799,1811,1011,800,2055,2407,6885,799,2990,2975,7038,7176,1213,4112,776,113,108,1817,6355,5986,1111,5520,626,1571,6598,6908,6466,6652,1165,4533,4732
"16/01/2022 20:00",776,4446,707,960,2469,1598,832,653,1753,2162,5858,659,2527,2637,6047,6332,969,3267,653,84,99,1624,5667,5283,931,4877,546,1269,5824,6030,5676,5750,1052,3727,3911
"16/01/2022 21:00",668,3786,570,803,1982,1290,609,463,1277,1800,5433,555,2050,1982,5093,4914,670,2752,504,84,103,1221,4441,4142,706,3905,394,952,4754,4900,4675,4668,944,2929,3053
"16/01/2022 22:00",465,2390,418,578,1480,859,465,371,987,1217,3428,364,1518,1454,3442,3498,435,1772,360,58,92,855,3194,3053,428,2903,263,611,3273,3378,3359,3309,719,2086,2126
"16/01/2022 23:00",290,1419,256,365,986,536,281,241,601,810,2204,223,944,818,2103,2155,375,1218,228,32,53,494,1923,1802,246,1712,145,343,2043,2072,2060,1995,513,1159,1216
"17/01/2022 00:00",185,937,177,288,730,333,246,171,539,669,1429,161,658,578,1298,1297,225,820,144,12,36,310,1161,1111,157,1063,77,230,1243,1302,1312,1355,387,813,846
"17/01/2022 01:00",130,634,139,218,549,212,178,147,393,447,872,92,495,388,872,839,115,507,89,11,26,164,763,741,72,688,52,109,786,799,794,860,233,510,544
"17/01/2022 02:00",75,448,99,206,446,170,140,100,307,267,662,67,343,286,575,549,67,380,57,4,6,111,487,471,60,464,22,77,565,535,495,573,118,402,428
"17/01/2022 03:00",104,583,192,329,670,306,202,163,542,505,749,58,609,384,725,662,51,443,32,8,8,164,579,567,103,522,35,104,644,582,558,713,106,500,546
"17/01/2022 04:00",209,1061,428,727,1208,623,414,394,1023,1098,1441,101,1243,828,1376,1288,101,847,74,11,16,296,1163,1117,279,1000,69,224,1188,1153,1135,1585,103,1142,1243
"17/01/2022 05:00",494,2933,964,1552,2745,1445,861,1116,2419,1901,3693,295,2911,2087,3693,3521,331,1799,233,37,51,1025,3107,2976,621,2625,242,648,3272,3167,3066,4211,228,2899,3007
"17/01/2022 06:00",935,6038,1670,2303,5280,2663,1567,2094,4609,3532,7543,523,5519,4453,8107,7818,1032,4177,485,204,190,2291,6879,6593,1269,5668,465,1422,6851,6482,6156,7428,511,5147,5171
"17/01/2022 07:00",1160,7518,1978,2252,6279,3321,1727,2316,5014,4054,9678,834,6431,5754,10326,10682,1181,6356,862,819,508,3165,9455,8904,1769,7731,796,2064,9322,8981,8434,9275,878,6588,6614
"17/01/2022 08:00",1157,7857,1620,1843,5489,3091,1684,1821,4373,4011,10014,952,5651,5411,10883,11173,1247,7196,1182,1194,1022,3189,10129,9324,1770,8610,942,2492,10435,10127,9425,9902,1289,6919,7158
"17/01/2022 09:00",1161,7667,1340,1712,4823,2663,1612,1561,3858,3975,9302,868,4934,4989,10465,11012,1399,6914,1210,858,970,2894,9335,8934,1675,7828,1035,2433,9834,9550,9421,9180,1485,6660,6984
"17/01/2022 10:00",1325,8143,1262,1585,4476,2679,1601,1442,3625,3922,10190,1014,4825,4860,10790,11356,1648,7148,1337,894,841,3027,9711,9122,1936,8698,1074,2686,10475,10184,9500,9253,1802,6716,7316
"17/01/2022 11:00",1597,8732,1358,1737,4604,2768,1748,1486,3824,3911,11048,1093,5058,5036,11832,12591,1815,7692,1494,969,835,3399,10754,10005,2260,9299,1195,2949,11187,10800,10114,10011,2257,7415,8187
"17/01/2022 12:00",1822,9135,1496,1874,5109,3008,1820,1473,3944,4010,11630,1316,5588,5557,12555,13352,2028,7969,1654,1194,980,3601,11372,10518,2298,10099,1284,3172,11911,11462,10842,10677,2654,8024,8887
"17/01/2022 13:00",1866,9449,1477,2104,5325,3274,1848,1674,4240,4305,12238,1359,5815,5775,13036,13993,2019,8218,1669,1260,978,3672,12155,11084,2410,10327,1257,3298,12436,12015,11373,10998,2599,8371,9294
"17/01/2022 14:00",1838,10115,1837,2484,5925,3488,1834,1810,4481,4339,12806,1470,6538,6167,13850,14564,2066,8317,1663,1216,1073,3850,12658,11617,2424,10965,1338,3435,13378,12887,11991,12013,2622,9047,9927
"17/01/2022 15:00",2041,11125,2105,2146,7724,4214,2224,2487,5816,4865,14048,1494,8423,7593,15607,16200,2130,9387,1759,1317,1267,4370,14373,13140,2706,12106,1461,3615,14471,14358,13365,13219,2582,10154,11041
"17/01/2022 16:00",2213,12070,2667,1516,8704,4848,2395,3026,6558,5121,14753,1667,9451,8337,16392,17541,2152,9948,1899,1246,1313,4855,15694,14461,3044,13506,1505,3957,16088,15754,14691,14447,2712,11280,12109
"17/01/2022 17:00",2092,11542,2595,2130,8200,4882,2349,2638,5985,4437,14164,1609,8651,8159,15827,17669,2115,9529,2028,1091,710,5125,15892,14645,3210,13776,1568,4227,16589,16408,15421,15167,2817,11680,12340
"17/01/2022 18:00",1656,8976,1811,1834,5274,3427,1647,1486,3642,3036,11164,1312,5555,5755,12010,13361,1883,7169,1501,429,227,3667,11666,10741,2380,10288,1242,3194,12247,12265,11764,11654,2591,8370,8982
"17/01/2022 19:00",1123,6378,1069,1342,3381,2339,1166,963,2479,2584,8145,892,3584,3743,8545,9285,1444,5109,1027,264,110,2489,8134,7523,1565,7270,891,2180,8754,8650,8260,8158,2172,5640,6104
"17/01/2022 20:00",806,4809,843,1049,2815,1758,968,745,1986,2637,6290,690,3027,3071,6736,7076,1077,3841,857,268,107,1848,6262,5752,1183,5621,647,1603,6701,6721,6505,6193,1928,4145,4539
"17/01/2022 21:00",624,3678,647,906,2367,1445,774,634,1641,2127,5029,532,2500,2407,5320,5602,774,3110,633,304,114,1451,4951,4565,826,4369,528,1166,5228,5439,5250,5047,1522,3148,3380
"17/01/2022 22:00",456,2511,470,773,1832,928,592,450,1230,1825,3415,421,1929,1700,3624,3683,475,2226,444,85,83,899,3356,3141,547,3106,299,765,3633,3775,3708,3599,1222,2146,2292
"17/01/2022 23:00",304,1478,302,476,1165,588,372,306,832,959,2129,207,1145,1030,2181,2282,338,1315,258,57,63,501,2072,1953,304,1963,168,412,2302,2336,2398,2310,712,1312,1378
"18/01/2022 00:00",197,924,195,346,849,376,231,224,578,645,1349,132,779,636,1343,1274,171,726,159,25,26,244,1139,1072,161,1039,89,234,1249,1288,1333,1395,378,865,908
"18/01/2022 01:00",89,600,160,310,598,239,181,149,423,447,814,93,557,387,767,760,110,493,69,9,16,154,678,640,79,626,41,109,722,720,792,867,178,562,588
"18/01/2022 02:00",92,513,143,301,517,199,168,154,427,391,683,62,478,370,658,614,60,383,51,2,4,106,554,566,58,528,20,81,601,554,555,681,83,449,484
"18/01/2022 03:00",92,709,237,371,841,331,279,248,677,615,873,85,794,467,819,764,73,456,46,5,8,152,686,639,120,587,34,128,724,663,632,818,54,603,676
"18/01/2022 04:00",230,1348,558,869,1458,745,468,527,1232,1180,1609,124,1510,979,1603,1430,139,915,115,9,7,323,1221,1199,335,1016,73,281,1314,1241,1246,1748,116,1246,1361
"18/01/2022 05:00",592,3725,1205,1945,3440,1872,1063,1442,3053,2155,4470,378,3620,2570,4595,4298,666,2169,303,21,47,1145,3705,3520,1125,3005,299,879,3816,3723,3561,4840,351,3375,3486
"18/01/2022 06:00",1166,7775,2111,2590,6442,3347,1931,2566,5464,3992,9421,663,6812,5487,10080,9559,1978,5184,697,128,160,2262,8530,8218,2096,6862,650,1916,8407,8078,7516,8928,672,6314,6372
"18/01/2022 07:00",1549,10579,2659,2967,8518,4572,2157,2985,6315,4837,12823,1226,8654,7807,14058,13223,2987,8630,1450,343,402,3171,12360,11664,2532,10174,1212,2948,12348,12194,11242,12168,1568,8608,8875
"18/01/2022 08:00",1609,10617,2141,2484,7284,4325,2102,2419,5521,4751,13596,1418,7528,7318,14851,14633,3645,10052,1753,761,679,3633,13180,12097,2139,11292,1421,3368,13916,13769,12933,12771,2016,8899,9265
"18/01/2022 09:00",1455,8911,1598,2047,5668,3290,1790,1902,4451,4070,11417,1242,5913,5858,12246,12175,2806,8106,1470,658,650,3217,10760,10074,1859,9346,1167,2705,11475,11435,11288,10695,1927,7399,7722
"18/01/2022 10:00",1426,8069,1295,1742,4803,2659,1710,1519,3794,4023,10665,1122,5094,5026,11370,11251,2662,7189,1349,557,526,2968,9487,8844,1777,8533,995,2487,10320,9896,9542,8942,1906,6463,7093
"18/01/2022 11:00",1748,8102,1220,1783,4545,2792,1687,1409,3660,3832,10844,1358,5020,4967,11331,11684,2442,7364,1553,605,569,3204,9921,9240,1849,8801,1097,2681,10592,10422,10100,9456,2227,6714,7424
"18/01/2022 12:00",1875,8429,1310,1932,4929,2952,1739,1458,3820,3953,11318,1506,5548,5225,11909,12126,2937,7519,1669,672,608,3198,10190,9251,2106,8943,1199,2902,10979,10710,10285,9506,2476,6868,7710
"18/01/2022 13:00",1821,8649,1423,2198,5217,3054,1733,1627,4088,4089,11755,1461,5750,5558,12296,12432,2636,7732,1687,659,703,3398,10650,9812,2148,9387,1141,2875,11279,11055,10451,9698,2438,7081,7917
"18/01/2022 14:00",2003,9489,1897,2693,6270,3592,1926,2036,4883,4471,12834,1574,6887,6476,13443,13486,3122,8514,1716,778,742,3716,11631,10729,2237,10246,1230,3197,12352,12382,11782,11153,2371,8151,8998
"18/01/2022 15:00",2287,11388,2466,2345,8395,4659,2369,2912,6423,5207,14979,1803,9193,8078,15946,15807,3839,9978,1996,869,847,4869,13764,12721,2834,11719,1460,3674,14354,14113,13423,12856,2681,9532,10420
"18/01/2022 16:00",2463,12749,2946,2676,9914,5508,2688,3590,7477,5556,15992,1953,10696,9284,17243,17994,3912,11003,2355,946,910,5649,15827,14406,3234,13552,1643,4060,16511,16206,15218,14230,2759,10690,11727
"18/01/2022 17:00",2404,12579,3090,3265,9852,5891,2676,3351,7133,5177,15424,2046,10449,9676,17233,18352,4156,11391,2490,627,546,5864,16225,14810,3743,14255,1834,4651,17728,17618,16954,16010,3047,11604,12618
"18/01/2022 18:00",1776,9041,2142,1557,6251,4197,1705,1790,4120,3359,11863,1614,6551,6450,12811,13956,3039,8272,1837,379,190,4320,11885,10887,2794,10336,1372,3578,12891,12908,12616,11446,2719,7933,8733
"18/01/2022 19:00",1283,6082,1274,1380,3787,2563,1235,979,2686,2498,8338,1091,4056,4203,8645,9161,1885,5571,1147,244,132,2722,7659,6939,1715,6756,872,2350,8407,8555,8357,7655,2316,4926,5482
"18/01/2022 20:00",908,4566,871,1097,3040,1977,972,793,2023,2535,6292,857,3214,3268,6795,7000,1473,4444,877,361,91,2107,5975,5450,1252,5253,679,1830,6601,6834,6613,5848,2235,3713,4149
"18/01/2022 21:00",768,3571,764,905,2531,1651,803,632,1737,2059,5053,602,2650,2574,5277,5405,995,3382,688,253,95,1535,4628,4253,857,4234,506,1290,5219,5416,5369,4870,1657,2971,3166
"18/01/2022 22:00",530,2394,491,832,1896,1018,515,453,1145,1604,3814,453,1950,1760,3784,3720,620,2296,443,57,89,953,3239,3045,528,2975,245,771,3595,3626,3629,3443,1168,2064,2173
"18/01/2022 23:00",330,1455,309,582,1182,617,380,332,877,1006,2143,263,1193,1018,2154,2160,382,1334,234,27,52,478,1941,1791,310,1794,140,393,2122,2226,2245,2139,739,1250,1319
"19/01/2022 00:00",237,895,228,398,847,390,232,249,590,650,1436,157,849,631,1423,1427,218,787,129,17,20,321,1294,1232,133,1254,66,250,1490,1519,1581,1831,390,852,890
"19/01/2022 01:00",122,642,150,349,646,250,173,162,466,439,962,85,609,435,830,851,139,503,83,13,15,162,730,680,94,640,26,114,758,735,791,889,162,582,610
"19/01/2022 02:00",87,486,154,316,563,225,164,165,435,414,691,70,507,370,710,655,103,428,55,2,4,116,580,550,88,503,28,76,589,554,578,702,87,522,549
"19/01/2022 03:00",102,709,266,388,879,342,245,244,625,614,899,72,813,489,877,773,77,448,50,0,5,161,710,678,130,584,37,110,690,626,602,846,81,588,608
"19/01/2022 04:00",211,1284,504,885,1496,735,471,544,1261,1007,1654,115,1524,1048,1676,1481,170,813,113,4,12,407,1280,1268,348,1100,85,291,1358,1249,1257,1759,113,1301,1366
"19/01/2022 05:00",629,3724,1194,1989,3379,1985,1083,1441,3089,2051,4478,376,3602,2614,4723,4490,708,2101,322,37,38,1413,3859,3638,1149,3124,309,949,3937,3928,3744,4984,348,3471,3579
"19/01/2022 06:00",1161,7787,2099,2640,6507,3400,1924,2498,5379,3780,9511,697,6865,5539,10364,9945,1971,4981,694,126,148,3034,8628,8226,2190,6952,709,2039,8610,8338,7623,9259,673,6359,6442
"19/01/2022 07:00",1519,10788,2571,2900,8447,4487,2203,3009,6354,4866,13264,1241,8548,7883,14904,14756,2853,8334,1489,344,376,4752,13009,12116,2835,10608,1351,3446,13021,12913,11898,12536,1527,8834,9152
"19/01/2022 08:00",1597,10571,2164,1899,7226,4085,2050,2394,5441,4448,13562,1436,7445,7463,14886,15167,3580,9693,1818,642,576,4586,13433,12281,2353,11404,1413,3522,14239,14147,13246,12919,2136,8796,9287
"19/01/2022 09:00",1306,8859,1516,1965,5351,3136,1840,1836,4393,3882,11653,1230,5635,5801,12407,12304,2829,7862,1423,557,555,3248,10635,10005,1973,9192,1243,2863,11345,11270,10881,10278,1914,7194,7643
"19/01/2022 10:00",1416,8029,1327,1730,4661,2694,1649,1508,3702,3957,10511,1090,5083,5141,11098,11091,2537,7076,1312,519,488,2868,9511,8910,1675,8346,942,2422,9929,9889,9437,8882,1754,6340,6943
"19/01/2022 11:00",1728,8011,1331,1832,4614,2718,1679,1346,3646,3678,10849,1261,5108,4989,11141,11310,2580,7326,1511,553,543,3038,9723,9036,1940,8535,1144,2600,10273,10081,9657,9165,2174,6569,7306
"19/01/2022 12:00",1852,8272,1269,2103,4922,2882,1735,1474,3842,3832,11085,1428,5469,5354,11801,11973,2737,7535,1631,662,617,3133,10340,9462,2134,9143,1232,2973,11001,10965,10420,9435,2545,6726,7587
"19/01/2022 13:00",1867,8444,1479,2263,5204,2977,1692,1655,4064,4195,11551,1381,5813,5525,12045,12145,2778,7759,1722,654,663,3158,10524,9764,2082,9221,1170,2959,11311,11040,10495,9740,2427,7132,7920
"19/01/2022 14:00",2037,9249,1874,2826,6271,3488,1973,1982,4822,4381,12525,1549,6875,6625,13618,13358,2905,8377,1782,650,702,3828,11428,10508,2340,9902,1194,3145,12175,12045,11551,10732,2358,7970,8889
"19/01/2022 15:00",2239,11150,2480,3297,8441,4707,2386,2939,6502,5007,14955,1710,9178,8124,16124,15906,3720,9819,2058,829,737,4825,13760,12693,2885,11696,1451,3635,14373,14146,13339,12773,2646,9512,10513
"19/01/2022 16:00",2456,12542,2899,2674,10137,5646,2489,3525,7332,5540,16032,1941,10859,9498,17615,18140,3848,11145,2339,896,755,5594,15956,14700,3393,13712,1652,4332,16719,16432,15538,14616,2751,11090,11992
"19/01/2022 17:00",2405,12899,3072,2578,9843,5689,2598,3332,7165,5140,16087,1993,10392,9771,17599,18865,4109,11720,2564,520,460,5643,16692,15384,3631,14691,1857,4663,17924,17730,16694,15966,3130,11582,12800
"19/01/2022 18:00",1741,9722,2148,2200,6436,4286,1798,1867,4262,3456,13078,1593,6684,6618,13433,14306,3048,8478,1899,354,218,4314,11976,10940,2777,10300,1398,3560,12659,12578,12227,11427,2848,7938,8536
"19/01/2022 19:00",1247,6013,1245,1341,3782,2527,1186,1006,2624,2542,8330,1063,3975,4195,8778,9032,1845,5559,1255,233,139,2716,7342,6674,1667,6524,840,2310,8192,8197,8009,7289,2310,4928,5397
"19/01/2022 20:00",950,4628,923,1079,3149,2031,963,756,2026,2466,6426,853,3170,3383,7106,7241,1470,4392,965,277,107,2103,5922,5355,1360,5383,671,1822,6519,6641,6377,6153,2084,3909,4308
"19/01/2022 21:00",816,4839,773,1073,2605,1670,761,643,1704,2306,7269,651,2699,2671,6890,6371,1087,3900,742,274,119,1627,5331,4757,944,4486,569,1320,5408,5505,5406,5042,1668,2912,3243
"19/01/2022 22:00",568,2557,540,827,2032,1143,541,476,1212,1836,4106,441,2070,1939,4349,4262,663,2512,493,92,110,1019,3816,3527,632,3503,410,809,4046,4131,4203,3670,1222,2267,2405
"19/01/2022 23:00",360,1381,334,580,1227,625,338,316,820,1055,2176,273,1198,1032,2178,2041,378,1484,252,49,66,531,1819,1724,290,1749,158,401,2100,2164,2218,2104,669,1280,1366
"20/01/2022 00:00",250,920,208,409,859,402,235,230,592,805,1506,181,843,689,1519,1361,249,972,159,22,39,291,1203,1119,145,1079,74,210,1269,1298,1406,1450,392,792,823
"20/01/2022 01:00",189,656,168,387,716,297,201,189,518,605,1029,100,678,505,970,831,143,602,83,4,24,153,752,719,104,731,37,113,842,841,880,967,185,629,671
"20/01/2022 02:00",104,558,191,311,624,228,168,162,443,442,798,75,579,416,816,714,102,455,54,3,9,114,602,588,94,554,25,89,686,637,633,753,67,510,556
"20/01/2022 03:00",98,680,251,432,851,369,245,270,672,658,972,70,827,502,959,822,91,518,53,9,12,160,758,739,132,642,57,104,784,731,699,876,75,605,650
"20/01/2022 04:00",204,1341,534,879,1472,727,489,511,1226,1035,1673,105,1484,976,1655,1470,165,790,112,6,10,380,1289,1266,313,1094,80,273,1320,1226,1239,1784,119,1262,1386
"20/01/2022 05:00",610,3582,1151,1973,3353,1926,1046,1377,2925,2012,4387,353,3517,2541,4636,4361,666,2101,326,37,57,1329,3733,3511,1099,3010,336,918,3863,3817,3598,4993,343,3402,3537
"20/01/2022 06:00",1138,7729,2019,2577,6316,3324,1876,2513,5369,3821,9239,680,6711,5486,10219,9839,1951,4856,675,116,192,3029,8436,8097,2108,6860,631,2022,8422,8145,7591,9060,689,6267,6284
"20/01/2022 07:00",1540,10576,2530,2871,8638,4362,2179,2892,6185,4660,11846,1241,8645,7847,14356,14563,2976,8011,1432,333,380,4673,12926,11931,2769,10556,1362,3540,13046,12991,11966,12629,1658,8991,9259
"20/01/2022 08:00",1582,10629,2148,2531,7607,4193,2160,2473,5666,4507,13642,1428,7775,7418,14632,15094,3621,9513,1854,629,668,4734,13451,12239,2375,11279,1466,3472,14068,14260,13320,13145,2181,9148,9415
"20/01/2022 09:00",1325,8853,1578,1900,5602,3082,1835,1851,4424,4059,11120,1224,5817,5899,12459,12635,2775,7977,1434,547,587,3351,10999,10290,1935,9376,1260,2869,11581,11534,11081,10572,1993,7321,7750
"20/01/2022 10:00",1482,8106,1291,1673,4845,2686,1689,1510,3762,3970,10778,1096,5093,5190,11344,11380,2464,7208,1365,556,507,3045,9847,9298,1756,8724,1010,2511,10532,10297,9741,9224,1890,6564,7167
"20/01/2022 11:00",1691,8266,1306,1836,4775,2832,1682,1471,3768,3716,10763,1326,5112,5131,11790,11901,2453,7279,1535,604,552,3098,10247,9477,1929,8972,1143,2751,10984,10617,10185,9678,2233,6925,7549
"20/01/2022 12:00",1979,8731,1285,2086,5214,2999,1671,1541,3900,4019,11627,1498,5652,5427,12156,12382,3017,7878,1667,628,613,3299,10383,9695,2055,9148,1252,2857,10971,10596,10195,9859,2401,7077,7872
"20/01/2022 13:00",1966,8718,1497,2288,5467,3032,1776,1704,4222,4392,11931,1477,6075,5881,12685,12795,2769,7967,1757,670,664,3320,10885,10162,2038,9559,1116,2878,11585,11349,10798,9957,2339,7447,8401
