"","X354","X616","X634","X711","X637","X627","X628","X624","X501","X340","X629","X631","X353","X351","X630","X302","X332","X341","X406","X322","X317","X636","X635","X674","X626","X673","X675","X632","X671","X670","X641","X306","X659","X668","X667"
"31/01/2022 10:00",1557,7994,1303,1749,4870,2669,1661,1504,3830,4098,10734,1170,5245,5170,11359,11233,2564,7035,1401,479,550,2977,9604,9093,1798,8536,979,2496,10303,10160,9845,9283,1874,6678,7236
"31/01/2022 11:00",1810,8168,1324,1819,4718,2795,1707,1385,3722,3934,11001,1337,5116,5074,11212,11397,2582,7388,1570,536,525,3039,9807,9143,1997,8593,1175,2638,10314,10136,9551,9071,2015,6591,7390
"31/01/2022 12:00",2046,8219,1347,2042,4997,2874,1683,1533,3918,4176,11341,1504,5542,5374,11915,11729,2874,7622,1692,573,595,3013,10044,9196,2063,8860,1184,2758,10662,10521,10048,9575,2491,7013,7882
"31/01/2022 13:00",1939,8387,1437,2247,5561,3083,1749,1620,4148,4472,11670,1483,6058,5580,12078,12002,2859,7961,1656,570,606,3133,10253,9495,2107,9036,1105,2824,11080,10838,10237,9469,2325,6930,7806
"31/01/2022 14:00",2187,9290,1915,2862,6674,3796,2009,2003,4924,4875,12890,1632,7297,6697,13658,13208,3065,8819,1978,694,649,3524,11475,10515,2440,10014,1285,3257,12360,12195,11575,10814,2306,8189,9071
"31/01/2022 15:00",2410,11665,2730,2508,9000,5029,2571,2937,6863,5598,15146,1760,9897,8872,16317,16224,4001,10495,2110,753,733,5035,13856,12751,3136,11697,1517,3824,14887,14577,13608,12857,2639,9642,10677
"31/01/2022 16:00",2645,12776,3021,944,10626,5783,2690,3694,7648,5781,16103,2001,11469,9977,17078,18057,4037,11102,2437,835,955,5741,15861,14441,3574,13542,1603,4680,17072,16777,15814,14845,2766,11179,12243
"31/01/2022 17:00",2470,13112,3307,3440,10602,6250,2816,3490,7539,5296,15548,2069,11156,10286,17297,18744,4164,11865,2712,547,478,6139,17075,15646,3950,14785,1837,4721,18214,18046,17157,16151,3085,11910,13103
"31/01/2022 18:00",1984,9317,2257,2321,6858,4557,1909,1802,4377,3517,12012,1600,7103,7280,13286,14513,3183,8468,1831,269,174,4608,12467,11450,3083,10781,1475,3779,13329,13325,12954,11960,2712,8301,9069
"31/01/2022 19:00",1318,6013,1242,1498,4107,2659,1231,1015,2626,2705,8236,1168,4314,4480,8730,9248,2072,5720,1234,186,105,2887,7717,7042,1848,6805,915,2441,8415,8330,8305,7647,2331,5260,5774
"31/01/2022 20:00",925,4546,980,1092,3215,2103,1025,767,2081,2448,6371,805,3291,3494,6885,7083,1475,4299,936,188,84,2120,5869,5278,1387,5197,707,1860,6491,6630,6490,5944,1958,3965,4323
"31/01/2022 21:00",745,3524,767,1027,2553,1661,790,626,1724,2086,5112,620,2721,2652,5316,5456,977,3244,707,187,97,1526,4627,4210,1005,4296,501,1322,5156,5253,5255,4765,1599,2998,3212
"31/01/2022 22:00",565,2574,515,391,2040,1059,692,488,1379,1766,3597,457,2088,1945,3652,3590,605,2285,481,78,75,979,3159,2925,593,2822,293,769,3407,3481,3527,3292,1093,1956,2101
"31/01/2022 23:00",498,1634,335,575,1631,721,599,421,1176,1037,2105,283,1619,1457,2350,2240,355,1333,264,28,67,488,2030,1884,253,1775,161,374,2116,2162,2211,2090,684,1217,1312
